Ticker,Timestamp,Price,Size
AAPL,2025-05-09 13:30:14.663000+00:00,198.95,100
T,2025-05-09 13:30:48.294000+00:00,27.43,200
T,2025-05-09 13:30:48.294000+00:00,27.43,200
T,2025-05-09 13:30:57.065000+00:00,27.445,400
ADBE,2025-05-09 13:31:05.597000+00:00,384.0,100
ADI,2025-05-09 13:30:48.306000+00:00,209.3,100
ADBE,2025-05-09 13:31:05.599000+00:00,383.98,100
GOOGL,2025-05-09 13:30:14.774000+00:00,154.51,100
GOOGL,2025-05-09 13:30:14.774000+00:00,154.51,100
T,2025-05-09 13:31:05.308000+00:00,27.435,100
AAPL,2025-05-09 13:30:48.601000+00:00,199.45,100
AAPL,2025-05-09 13:30:48.601000+00:00,199.45,100
AMZN,2025-05-09 13:31:05.880000+00:00,194.16,100
AMZN,2025-05-09 13:30:14.789000+00:00,193.955,100
AMZN,2025-05-09 13:30:57.138000+00:00,194.19,100
AMZN,2025-05-09 13:30:57.155000+00:00,194.18,100
T,2025-05-09 13:31:05.575000+00:00,27.435,100
AAPL,2025-05-09 13:30:15.053000+00:00,198.94,500
AMZN,2025-05-09 13:30:28.462000+00:00,194.17,191
GOOGL,2025-05-09 13:30:15.344000+00:00,154.46,100
AAPL,2025-05-09 13:31:05.950000+00:00,199.62,100
T,2025-05-09 13:30:52.936000+00:00,27.45,100
ABNB,2025-05-09 13:30:28.783000+00:00,124.75,100
AAPL,2025-05-09 13:30:28.833000+00:00,199.3,135
AAPL,2025-05-09 13:30:28.834000+00:00,199.29,100
AAPL,2025-05-09 13:30:28.835000+00:00,199.29,100
GOOG,2025-05-09 13:31:06.252000+00:00,156.08,100
AMZN,2025-05-09 13:31:06.266000+00:00,194.09,100
ADBE,2025-05-09 13:30:57.749000+00:00,384.44,100
ADBE,2025-05-09 13:30:57.749000+00:00,384.44,100
ADBE,2025-05-09 13:30:57.749000+00:00,384.44,100
ANET,2025-05-09 13:31:06.317000+00:00,88.32,100
ANET,2025-05-09 13:31:06.317000+00:00,88.32,100
AAPL,2025-05-09 13:30:57.801000+00:00,199.7,1900
AAPL,2025-05-09 13:30:57.802000+00:00,199.71,150
AAPL,2025-05-09 13:30:57.802000+00:00,199.71,1725
AAPL,2025-05-09 13:30:57.802000+00:00,199.71,100
AAPL,2025-05-09 13:30:57.802000+00:00,199.72,200
AAPL,2025-05-09 13:30:57.803000+00:00,199.72,100
ADBE,2025-05-09 13:30:57.814000+00:00,384.355,100
T,2025-05-09 13:31:06.427000+00:00,27.435,111
T,2025-05-09 13:31:06.427000+00:00,27.435,111
MO,2025-05-09 13:31:06.494000+00:00,59.98,154
MO,2025-05-09 13:31:06.494000+00:00,59.97,100
MO,2025-05-09 13:31:06.495000+00:00,59.98,100
MO,2025-05-09 13:31:06.495000+00:00,59.96,100
MO,2025-05-09 13:31:06.498000+00:00,59.97,100
MO,2025-05-09 13:31:06.508000+00:00,59.94,107
AMD,2025-05-09 13:30:29.387000+00:00,103.19,100
AMD,2025-05-09 13:30:29.387000+00:00,103.19,100
T,2025-05-09 13:30:29.418000+00:00,27.495,397
T,2025-05-09 13:30:29.418000+00:00,27.495,302
T,2025-05-09 13:30:29.418000+00:00,27.49,200
T,2025-05-09 13:30:29.418000+00:00,27.49,200
APA,2025-05-09 13:31:06.556000+00:00,16.81,100
APA,2025-05-09 13:31:06.567000+00:00,16.82,100
GOOG,2025-05-09 13:31:06.689000+00:00,156.09,100
APA,2025-05-09 13:31:06.735000+00:00,16.82,200
AKAM,2025-05-09 13:33:13.026000+00:00,82.96,101
AAPL,2025-05-09 13:30:29.585000+00:00,199.32,100
T,2025-05-09 13:31:07.037000+00:00,27.435,111
AAPL,2025-05-09 13:31:06.918000+00:00,199.63,100
AAPL,2025-05-09 13:31:06.924000+00:00,199.63,100
AAPL,2025-05-09 13:31:06.924000+00:00,199.62,100
AMD,2025-05-09 13:31:06.946000+00:00,102.97,100
AMD,2025-05-09 13:31:06.952000+00:00,102.995,100
AMD,2025-05-09 13:31:06.952000+00:00,102.995,100
AAPL,2025-05-09 13:31:06.958000+00:00,199.68,300
AAPL,2025-05-09 13:31:06.961000+00:00,199.68,100
AMD,2025-05-09 13:30:58.657000+00:00,103.08,100
AMD,2025-05-09 13:30:58.657000+00:00,103.08,100
AMD,2025-05-09 13:30:58.657000+00:00,103.08,100
GOOGL,2025-05-09 13:31:07.208000+00:00,154.72,138
GOOGL,2025-05-09 13:31:07.208000+00:00,154.72,138
GOOGL,2025-05-09 13:31:07.208000+00:00,154.72,162
GOOG,2025-05-09 13:30:58.673000+00:00,156.04,200
APA,2025-05-09 13:33:13.236000+00:00,16.79,100
T,2025-05-09 13:31:07.037000+00:00,27.435,111
AKAM,2025-05-09 13:30:58.964000+00:00,80.91,100
GOOG,2025-05-09 13:30:59.044000+00:00,156.09,100
GOOGL,2025-05-09 13:30:59.045000+00:00,154.63,100
ADBE,2025-05-09 13:31:07.363000+00:00,384.01,100
ADBE,2025-05-09 13:31:07.363000+00:00,384.1,175
ADBE,2025-05-09 13:31:07.363000+00:00,384.1,125
AMD,2025-05-09 13:30:29.759000+00:00,103.16,100
APH,2025-05-09 13:31:07.659000+00:00,81.08,200
APH,2025-05-09 13:31:07.661000+00:00,81.05,100
APA,2025-05-09 13:31:07.783000+00:00,16.82,100
AAPL,2025-05-09 13:30:59.351000+00:00,199.71,100
AIG,2025-05-09 13:31:08.078000+00:00,82.14,100
AES,2025-05-09 13:31:08.238000+00:00,10.93,500
AES,2025-05-09 13:31:08.238000+00:00,10.93,700
AES,2025-05-09 13:31:08.238000+00:00,10.93,600
