Ticker,Timestamp,Price,Size
GOOG,2025-04-25 15:16:55.010000+00:00,165.03,100
GOOG,2025-04-25 15:16:55.010000+00:00,165.03,100
GOOG,2025-04-25 15:16:55.011000+00:00,165.03,100
AAPL,2025-04-25 15:16:55.088000+00:00,207.16,100
APH,2025-04-25 15:16:55.849000+00:00,75.86,100
AMZN,2025-04-25 15:16:58.386000+00:00,187.27,100
APA,2025-04-25 15:16:58.386000+00:00,16.4,100
GOOG,2025-04-25 15:16:58.909000+00:00,165.0,100
AAPL,2025-04-25 15:16:58.181000+00:00,207.13,100
AAPL,2025-04-25 15:16:59.271000+00:00,207.1,100
GOOGL,2025-04-25 15:17:01.308000+00:00,162.84,100
GOOGL,2025-04-25 15:17:01.308000+00:00,162.84,200
GOOG,2025-04-25 15:17:01.308000+00:00,165.0,100
APTV,2025-04-25 15:17:01.308000+00:00,55.75,100
APD,2025-04-25 15:17:01.311000+00:00,267.87,100
ADSK,2025-04-25 15:17:01.312000+00:00,270.58,100
AMCR,2025-04-25 15:17:01.315000+00:00,9.55,100
ALL,2025-04-25 15:17:01.331000+00:00,192.73,100
APD,2025-04-25 15:17:01.405000+00:00,267.47,100
APD,2025-04-25 15:17:01.405000+00:00,267.46,100
ADI,2025-04-25 15:17:01.335000+00:00,193.72,100
ADI,2025-04-25 15:17:01.335000+00:00,193.71,100
GOOG,2025-04-25 15:17:01.426000+00:00,164.95,100
APD,2025-04-25 15:17:01.367000+00:00,267.69,199
ANET,2025-04-25 15:17:01.376000+00:00,77.16,100
ANET,2025-04-25 15:17:01.453000+00:00,77.15,100
GOOG,2025-04-25 15:17:01.384000+00:00,164.95,100
GOOG,2025-04-25 15:17:01.385000+00:00,164.96,100
GOOGL,2025-04-25 15:17:02.810000+00:00,162.81,100
GOOG,2025-04-25 15:17:02.826000+00:00,164.94,100
AAPL,2025-04-25 15:17:02.826000+00:00,207.06,100
AAPL,2025-04-25 15:17:02.827000+00:00,207.04,100
MO,2025-04-25 15:17:02.828000+00:00,58.22,200
GOOGL,2025-04-25 15:17:02.832000+00:00,162.78,600
